X,Y,x,y,SYMBOLS,NO_IDX,CLR_IDX,NM_LEMBAR,NO_LEMBAR,PROJECT,NAME,FORMATION,CLASS_LITH,T_CLASS_EN,B_CLASS_EN,DESCRIP1,Shape_Leng,Shape_Area
102.4033363,-0.548552835,102.4033363,-0.548552835,QTke,65,#40E0D0,RENGAT,915,SUMAROX,Formasi Kerumutan,Kerumutan Formation,Sediment: clastic: sandstone,Terrestrial: fluvial,Terrestrial: fluvial,PLIO-PLEISTOCENE,6.277893221,0.10175475
101.550318,-2.15444879,101.550318,-2.15444879,QTpe,66,#00CED1,SUNGAIPENUH,813,SUMAROX,Formasi Pengasih,Pengasih Formation,Sediment: clastic: fine: claystone,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,PLIO-PLEISTOCENE,0.651920281,6.35E-03
101.7188781,-0.625501647,101.7188781,-0.625501647,QTpu,67,#48D1CC,SOLOK,815,SUMAROX,Anggota Atas,Palembang Formation,Extrusive: felsic: pyroclastic,Volcanism: subaerial,Volcanism: subaerial,PLIO-PLEISTOCENE,7.225564772,0.144499318
102.1513476,-2.369423411,102.1513476,-2.369423411,QTv,68,#5F9EA0,BANGKO,913,SUMAROX,Batuan Gunungapi Rhyo-andesite,Rhyoandesite Volcanic Unit,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,PLIO-PLEISTOCENE,0.28378241,3.92E-03
101.545133,-2.50379922,101.545133,-2.50379922,QTv,68,#5F9EA0,SUNGAIPENUH,813,SUMAROX,Batuan Gunungapi Rhyo-andesite,Rhyoandesite Volcanic Unit,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,PLIO-PLEISTOCENE,5.53202151,0.158997917
102.0262384,-2.469581679,102.0262384,-2.469581679,Qv,69,#cd853f,BANGKO,913,SUMAROX,Batuan Gunungapi Kuarter,Quarternary Volcanic,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,HOLOCENE,1.025113415,7.40E-03
103.8151677,-1.217616515,103.8151677,-1.217616515,Qv,69,#cd853f,JAMBI,1014,SUMAROX,Batuan Gunungapi Kuarter,Quarternary Volcanic,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,HOLOCENE,0.137305222,7.55E-04
101.4776408,-1.846475237,101.4776408,-1.846475237,Qv,69,#cd853f,PAINAN,814,SUMAROX,Batuan Gunungapi Kuarter,Quarternary Volcanic,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,HOLOCENE,7.835061257,0.193722398
100.9913457,-1.810706302,100.9913457,-1.810706302,Qv,69,#cd853f,PAINAN,914,SUMAROX,Batuan Gunungapi Kuarter,Quarternary Volcanic,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,HOLOCENE,13.50474162,0.355941506
101.8282069,-2.784965457,101.8282069,-2.784965457,Qv,69,#cd853f,SUNGAIPENUH,813,SUMAROX,Batuan Gunungapi Kuarter,Quarternary Volcanic,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,HOLOCENE,1.855387521,3.03E-02
101.4165355,-1.695958967,101.4165355,-1.695958967,Qyl,70,#ADD8E6,PAINAN,914,SUMAROX,Lava,Lava,Extrusive: intermediate: lava,Volcanism: subaerial,Volcanism: submarine,HOLOCENE,1.573529006,2.17E-02
101.6584422,-1.874919988,101.6584422,-1.874919988,Qyu,71,#87CEEB,MUARA BUNGO,914,SUMAROX,Undifferentiated Volcanic Rock,Undifferentiated Volcanic Rock,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,UPPER PLEISTOCENE,0.115553738,6.97E-04
100.7717496,-1.014597686,100.7717496,-1.014597686,Qyu,71,#87CEEB,PAINAN,814,SUMAROX,Undifferentiated Volcanic Rock,Undifferentiated Volcanic Rock,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,UPPER PLEISTOCENE,0.95713277,2.55E-02
101.801896,-0.879611248,101.801896,-0.879611248,Ta,72,#87CEFA,SOLOK,815,SUMAROX,Andesit - Basal,Andesite to Basalt,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,MIOCENE,1.234158717,7.91E-03
101.8302191,-1.968197531,101.8302191,-1.968197531,Tb,73,#00BFFF,PAINAN,914,SUMAROX,Formasi Bandan,Bandan Formation,Extrusive: intermediate: pyroclastic,Volcanism: subaerial,Volcanism: subaerial,EOCENE,9.40E-02,5.73E-04
101.386688,-1.964187231,101.386688,-1.964187231,Tb,73,#00BFFF,SUNGAIPENUH,813,SUMAROX,Formasi Bandan,Bandan Formation,Extrusive: intermediate: pyroclastic,Volcanism: subaerial,Volcanism: subaerial,EOCENE,0.653723672,4.84E-03
100.8607573,-1.828793958,100.8607573,-1.828793958,Tdb,74,#1E90FF,PAINAN,914,SUMAROX,Diabas,Diabase,Intrusive: mafic,Plutonism: sub-volcanic,Plutonism: sub-volcanic,MIOCENE,0.156435916,5.39E-04
102.3224075,-1.031752459,102.3224075,-1.031752459,Teok,75,#6495ED,MUARA BUNGO,914,SUMAROX,Formasi Kelesa,Kelesa Formation,Sediment: clastic: conglomerate,Transition,Transition,EOCENE-OLIGOCENE,8.05E-02,1.67E-04
102.542935,-1.009908969,102.542935,-1.009908969,Teok,75,#6495ED,RENGAT,915,SUMAROX,Formasi Kelesa,Kelesa Formation,Sediment: clastic: conglomerate,Transition,Transition,EOCENE-OLIGOCENE,0.379706836,1.62E-03
102.82,-1.435486893,102.82,-1.435486893,Teol,75,#6495ED,MUARA BUNGO,914,SUMAROX,Formasi Lahat,Lahat Formation,Sediment: clastic: conglomerate,Terrestrial: fluvial: deltaic,Terrestrial: fluvial: deltaic,EOCENE-OLIGOCENE,2.782958162,1.91E-02
101.13141,-1.877438526,101.13141,-1.877438526,Tgdr,76,#7B68EE,MUARA BUNGO,914,SUMAROX,Granodiorit,Granodiorite,Intrusive: felsic,Plutonism: sub-volcanic,Plutonism: sub-volcanic,MIDDLE MIOCENE,0.120491032,6.75E-04
100.9401829,-1.592537769,100.9401829,-1.592537769,Tgdr,76,#7B68EE,PAINAN,814,SUMAROX,Granodiorit,Granodiorite,Intrusive: felsic,Plutonism: sub-volcanic,Plutonism: sub-volcanic,MIDDLE MIOCENE,1.537183315,1.59E-02
102.3551282,-1.347088713,102.3551282,-1.347088713,Tgr,77,#4169E1,PAINAN,814,SUMAROX,Granit,Granite,Intrusive: felsic: granitoid,Plutonism: batholith,Plutonism: batholith,MIDDLE MIOCENE,2.588353077,1.92E-02
102.2059411,-2.39376129,102.2059411,-2.39376129,Tm,78,#000080,BANGKO,913,SUMAROX,Granit Seblat,Seblat Granite,Intrusive: felsic: granitoid,Plutonism: sub-volcanic,Plutonism: sub-volcanic,MIDDLE MIOCENE,2.746634599,1.40E-02
101.272833,-2.13168886,101.272833,-2.13168886,Tm,78,#000080,SUNGAIPENUH,813,SUMAROX,Granit Seblat,Seblat Granite,Intrusive: felsic: granitoid,Plutonism: sub-volcanic,Plutonism: sub-volcanic,MIDDLE MIOCENE,0.788310013,2.70E-03
103.5638613,-2.236219554,103.5638613,-2.236219554,Tma,79,#32cd32,BANGKO,913,SUMAROX,Formasi Air Benakat,Air Benakat Formation,Sediment: clastic: fine: claystone,Littoral,Neritic,MIDDLE MIOCENE,16.72846996,0.289814521
103.5533291,-1.393416394,103.5533291,-1.393416394,Tma,79,#32cd33,JAMBI,1014,SUMAROX,Formasi Air Benakat,Air Benakat Formation,Sediment: clastic: fine: claystone,Littoral,Neritic,MIDDLE MIOCENE,1.134762189,1.01E-02
103.2764737,-1.257815822,103.2764737,-1.257815822,Tma,79,#32cd34,MUARA BUNGO,914,SUMAROX,Formasi Air Benakat,Air Benakat Formation,Sediment: clastic: fine: claystone,Littoral,Neritic,MIDDLE MIOCENE,11.03074558,0.176803428
104.1948684,-2.820072519,104.1948684,-2.820072519,Tma,79,#32cd35,PALEMBANG,1013,SUMAROX,Formasi Air Benakat,Air Benakat Formation,Sediment: clastic: fine: claystone,Littoral,Neritic,MIDDLE MIOCENE,7.137365034,0.155364971
102.0641453,-0.636141339,102.0641453,-0.636141339,Tma,79,#32cd36,RENGAT,915,SUMAROX,Formasi Air Benakat,Air Benakat Formation,Sediment: clastic: fine: claystone,Littoral,Neritic,MIDDLE MIOCENE,5.066311306,2.84E-02
102.6056039,-2.826326402,102.6056039,-2.826326402,Tmba,80,#191970,BANGKO,913,SUMAROX,Formasi Bal,Bal Formation,Extrusive: intermediate: pyroclastic,Volcanism: subaerial,Volcanism: subaerial,MIDDLE MIOCENE,0.660812218,4.31E-03
103.0360092,-2.257184691,103.0360092,-2.257184691,Tmg,81,#F5DEB3,BANGKO,913,SUMAROX,Formasi Gumai,Gumai Formation,Sediment: clastic: fine: shale,Littoral,Neritic,LOWER MIOCENE,1.30973331,1.27E-02
102.8159675,-1.333947443,102.8159675,-1.333947443,Tmg,81,#F5DEB3,MUARA BUNGO,914,SUMAROX,Formasi Gumai,Gumai Formation,Sediment: clastic: fine: shale,Littoral,Neritic,LOWER MIOCENE,5.288792609,5.11E-02
101.7501866,-1.022264873,101.7501866,-1.022264873,Tmg,81,#F5DEB3,PAINAN,814,SUMAROX,Formasi Gumai,Gumai Formation,Sediment: clastic: fine: shale,Littoral,Neritic,LOWER MIOCENE,0.300185901,2.20E-03
104.3256815,-2.810351501,104.3256815,-2.810351501,Tmg,81,#F5DEB3,PALEMBANG,1013,SUMAROX,Formasi Gumai,Gumai Formation,Sediment: clastic: fine: shale,Littoral,Neritic,LOWER MIOCENE,1.216049007,5.92E-03
102.2318913,-0.781885247,102.2318913,-0.781885247,Tmg,81,#F5DEB3,RENGAT,915,SUMAROX,Formasi Gumai,Gumai Formation,Sediment: clastic: fine: shale,Littoral,Neritic,LOWER MIOCENE,4.197035972,2.49E-02
101.5033695,-2.063228923,101.5033695,-2.063228923,Tmk2,82,#DEB887,SUNGAIPENUH,813,SUMAROX,Formation Kumun,Kumun Formation,Sediment: clastic: sandstone,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,UPPER MIOCENE,1.129206047,7.73E-03
102.1398171,-2.569262225,102.1398171,-2.569262225,Tmk3,83,#D2B48C,BANGKO,913,SUMAROX,Formasi Kasiro,Kasiro Formation,Sediment: clastic: fine: shale,Sedimentation: littoral: transition,Sedimentation: terrestrial: fluvial,LOWER MIOCENE,0.939900391,5.26E-03
101.5870594,-2.856527326,101.5870594,-2.856527326,Tml3,84,#BC8F8F,SUNGAIPENUH,813,SUMAROX,Lemau Formation,Lemau Formation,Sediment: clastic: breccia,Transition,Transition,MIOCENE,12.83562891,0.155904954
101.0312995,-0.728904842,101.0312995,-0.728904842,Tmol,85,#F4A460,SOLOK,815,SUMAROX,Anggota Bawah,Ombilin Formation,Sediment: clastic: sandstone,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,OLIGO-MIOCENE,3.78204824,5.25E-02
100.9278092,-1.114909594,100.9278092,-1.114909594,Tmou,86,#A0522D,PAINAN,814,SUMAROX,Anggota Atas,Ombilin Formation,Sediment: clastic: fine: claystone,Sedimentation: littoral,Sedimentation: neritic: shallow,LOWER MIOCENE,0.578576622,7.70E-03
100.89357,-0.671107689,100.89357,-0.671107689,Tmou,86,#A0522D,SOLOK,815,SUMAROX,Anggota Atas,Ombilin Formation,Sediment: clastic: fine: claystone,Sedimentation: littoral,Sedimentation: neritic: shallow,LOWER MIOCENE,1.126221618,2.87E-02
102.7128922,-2.862383197,102.7128922,-2.862383197,Tmpl2,87,#800000,BANGKO,913,SUMAROX,LEMBAR BANGKO,,Sediment: clastic: limestone,Littoral,Littoral,LOWER MIOCENE,0.615841694,3.11E-03
102.6683941,-2.880133049,102.6683941,-2.880133049,Tmpm1,88,#b2ec5d,BANGKO,913,SUMAROX,Formasi Muara Enim,Muara Enim Formation,Sediment: clastic: sandstone,Sedimentation: littoral: transition,Sedimentation: neritic: shallow,MIOCENE-PLIOCENE,5.930273892,7.55E-02
103.6766608,-1.483363661,103.6766608,-1.483363661,Tmpm1,88,#b2ec5d,JAMBI,1014,SUMAROX,Formasi Muara Enim,Muara Enim Formation,Sediment: clastic: sandstone,Sedimentation: littoral: transition,Sedimentation: neritic: shallow,MIOCENE-PLIOCENE,2.02845531,1.34E-02
103.9845235,-1.799224019,103.9845235,-1.799224019,Tmpm1,88,#b2ec5d,MUARA BUNGO,914,SUMAROX,Formasi Muara Enim,Muara Enim Formation,Sediment: clastic: sandstone,Sedimentation: littoral: transition,Sedimentation: neritic: shallow,MIOCENE-PLIOCENE,38.51409229,0.838820145
104.0341809,-2.283203366,104.0341809,-2.283203366,Tmpm1,88,#b2ec5d,PALEMBANG,1013,SUMAROX,Formasi Muara Enim,Muara Enim Formation,Sediment: clastic: sandstone,Sedimentation: littoral: transition,Sedimentation: neritic: shallow,MIOCENE-PLIOCENE,10.1397684,0.151665337
101.9015727,-0.830135898,101.9015727,-0.830135898,Tmpm1,88,#b2ec5d,RENGAT,915,SUMAROX,Formasi Muara Enim,Muara Enim Formation,Sediment: clastic: sandstone,Sedimentation: littoral: transition,Sedimentation: neritic: shallow,MIOCENE-PLIOCENE,11.93854871,0.218158806
101.7757733,-1.361300741,101.7757733,-1.361300741,Tmr,89,#FFF5EE,PAINAN,814,SUMAROX,Formasi Rantaukil,Rantaukil Formation,Sediment: clastic: sandstone,Sedimentation: littoral: delta,Sedimentation: neritic: offshore zone,OLIGO-MIOCENE,1.539545466,2.29E-02
101.2583001,-0.626344806,101.2583001,-0.626344806,Tms2,90,#F5F5DC,LUBUKSIKAPING,716,SUMAROX,Formasi Sihapas,Sihapas Formation,Sediment: clastic: sandstone,Neritic,Littoral,MIDDLE MIOCENE,18.66514235,0.357302689
102.6025202,-0.85811329,102.6025202,-0.85811329,Tmt1,91,#FDF5E6,RENGAT,915,SUMAROX,Formasi Tualang,Tualang Formation,Sediment: clastic: sandstone,Sedimentation: littoral: lagoon,Sedimentation: littoral: lagoon,LOWER MIOCENE,3.462635991,1.01E-02
101.4320256,-0.890999005,101.4320256,-0.890999005,Tmtl,92,#FAEBD7,SOLOK,815,SUMAROX,Anggota Bawah Formasi Telisa,Telisa Formation,Sediment: clastic: marl,Littoral,Littoral,MIOCENE,5.947123734,5.71E-02
101.4043263,-0.568254121,101.4043263,-0.568254121,Tmtu,93,#FFF0F5,SOLOK,815,SUMAROX,Anggota Atas,Telisa Formation,Sediment: clastic: fine: shale,Neritic,Neritic,MIOCENE,3.051703317,2.26E-02
100.8094317,-0.566222055,100.8094317,-0.566222055,Tob2,94,#FFE4E1,SOLOK,815,SUMAROX,Formasi Brani,Brani Formation,Sediment: clastic: conglomerate,Terrestrial: fluvial: bar,Terrestrial: fluvial: bar,UPPER OLIGOCENE,2.573822942,1.33E-02
100.846953,-0.746516451,100.846953,-0.746516451,Tol,95,#FAF0E6,SOLOK,815,SUMAROX,anggota Batugamping,Ombilin Formation,Sediment: clactic: evaporite,Sedimentation: neritic: shallow,Sedimentation: neritic: shallow,OLIGO-MIOCENE,7.17E-02,1.37E-04
102.1568488,-2.754055636,102.1568488,-2.754055636,Tomh,96,#F0FFFF,BANGKO,913,SUMAROX,Formasi Hulusimpang,Hulusimpang Formation,Extrusive: intermediate: polymict,Volcanism: submarine,Volcanism: submarine,OLIGO-MIOCENE,7.03593293,0.200746231
101.3014918,-2.30163468,101.3014918,-2.30163468,Tomh,96,#F0FFFF,SUNGAIPENUH,813,SUMAROX,Formasi Hulusimpang,Hulusimpang Formation,Extrusive: intermediate: polymict,Volcanism: submarine,Volcanism: submarine,OLIGO-MIOCENE,4.69439907,5.83E-02
102.6017654,-0.886958777,102.6017654,-0.886958777,Toml,97,#F5FFFA,RENGAT,915,SUMAROX,Formasi Lakat,Lokat Formation,Sediment: clastic: sandstone,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,OLIGO-MIOCENE,4.239818007,4.13E-02
101.2734831,-1.932200922,101.2734831,-1.932200922,Tomp1,98,#F0F8FF,PAINAN,814,sum-0814,Oligo-Miocene Volcanic Rock,Oligo-Miocene Volcanic Rock,Extrusive: intermediate: polymict,Volcanism: subaerial,Volcanism: subaerial,OLIGO-MIOCENE,1.648747953,8.13E-03
102.2956391,-2.704897613,102.2956391,-2.704897613,Tomp2,99,#8B0000,BANGKO,913,SUMAROX,Formasi Papan Batupang,Papan Batupang Formation,Sediment: clastic: conglomerate,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,OLIGO-MIOCENE,2.238470434,2.26E-02
101.9158856,-2.897916076,101.9158856,-2.897916076,Toms,100,#B22222,SUNGAIPENUH,813,SUMAROX,Formasi Seblat,Seblat Formation,Sediment: clastic: sandstone,Sedimentation: neritic: shallow,Sedimentation: neritic: shallow,OLIGO-MIOCENE,1.601732769,4.34E-02
102.7691974,-1.371654816,102.7691974,-1.371654816,Tomt,101,#FF6347,MUARA BUNGO,914,SUMAROX,Formasi Talangakar,Talangakar Formation,Sediment: clastic: conglomerate,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,OLIGO-MIOCENE,3.621350898,2.67E-02
104.3724536,-2.795317696,104.3724536,-2.795317696,Tomt,101,#FF6347,PALEMBANG,1013,SUMAROX,Formasi Talangakar,Talangakar Formation,Sediment: clastic: conglomerate,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,OLIGO-MIOCENE,0.5270925,3.59E-03
100.7624556,-0.672148486,100.7624556,-0.672148486,Tos1,102,#FF8C00,SOLOK,815,SUMAROX,Formasi Sangkarewang,Sangkarewang Formation,Sediment: clastic: fine: shale,Sedimentation: terrestrial: lacustrine,Sedimentation: terrestrial: lacustrine,OLIGOCENE,1.147209591,7.08E-03
101.4664039,-1.43088229,101.4664039,-1.43088229,Tos2,103,#FF4500,PAINAN,814,SUMAROX,Formasi Sinamar,Sinamar Formation,Sediment: clastic: conglomerate,Sedimentation: littoral,Sedimentation: littoral,OLIGOCENE,3.098719389,7.53E-02
101.3820137,-2.036037051,101.3820137,-2.036037051,Tpb,104,#FF7F50,SUNGAIPENUH,813,SUMAROX,Basal,Basalt,Extrusive: mafic: lava,Volcanism: subaerial,Volcanism: subaerial,PLIOCENE,6.47E-02,1.02E-04
101.8672236,-2.082309,101.8672236,-2.082309,Tpegd,105,#FFA07A,SUNGAIPENUH,813,SUMAROX,Granodiorit Nagan,Nagan Granodiorite,Intrusive: felsic,Plutonism: sub-volcanic,Plutonism: sub-volcanic,LOWER EOCENE,0.632318914,8.08E-03
101.9289806,-2.753376839,101.9289806,-2.753376839,Tpgdl,106,#FFEFD5,SUNGAIPENUH,813,SUMAROX,Granodiorit Langkup,Langkup Granodiorite,Intrusive: intermediate,Plutonism: sub-volcanic,Plutonism: sub-volcanic,PLIOCENE,1.377493419,2.32E-02
101.3096965,-1.929547143,101.3096965,-1.929547143,Tpgds,107,#FFE4B5,SUNGAIPENUH,813,SUMAROX,Granit Sungaipenuh,Sungaipenuh Granite,Intrusive: felsic,Plutonism: sub-volcanic,Plutonism: sub-volcanic,PLIOCENE,0.781804171,6.09E-03
102.011642,-2.82983271,102.011642,-2.82983271,Tpgr,108,#6A5ACD,BANGKO,913,SUMAROX,Granit Seblat,Seblat Granite,Intrusive: felsic: granitoid,Plutonism: sub-volcanic,Plutonism: sub-volcanic,PLIOCENE,0.90062648,4.31E-03
101.2441433,-2.02903746,101.2441433,-2.02903746,Tpgr,108,#6A5ACD,SUNGAIPENUH,813,SUMAROX,Granit Seblat,Seblat Granite,Intrusive: felsic: granitoid,Plutonism: sub-volcanic,Plutonism: sub-volcanic,PLIOCENE,0.674731043,6.86E-03
101.8033815,-0.823283738,101.8033815,-0.823283738,Tpl,109,#663399,SOLOK,815,SUMAROX,Anggota Bawah,Palembang Formation,Sediment: clastic: fine: claystone,Neritic,Neritic,PLIOCENE,6.125997909,9.95E-02
101.8253188,-0.570583171,101.8253188,-0.570583171,Tpm,110,#BDB76B,SOLOK,815,SUMAROX,Anggota Tengah,Palembang Formation,Sediment: clastic: fine: claystone,Sedimentation: terrestrial: fluvial,Sedimentation: terrestrial: fluvial,PLIOCENE,2.827444151,2.31E-02
102.6512835,-0.955507579,102.6512835,-0.955507579,TRJg,111,#F0E68C,RENGAT,915,SUMAROX,Granit Akar,Akar Granite,Intrusive: felsic,Plutonism: sub-volcanic,Plutonism: sub-volcanic,JURASSIC,0.437533872,3.00E-03
101.9981079,-2.043636714,101.9981079,-2.043636714,TRJgt,112,#EEE8AA,BANGKO,913,SUMAROX,Granodiorit Tantan,Tantan Granodiorite,Intrusive: intermediate,Plutonism: sub-volcanic,Plutonism: sub-volcanic,TRIASSIC-JURASSIC,0.876960456,9.87E-03
100.7807516,-0.830056908,100.7807516,-0.830056908,TRtl,113,#FFEFD5,SOLOK,815,SUMAROX,Anggota Batugamping,Tuhur Formation,Sediment: clactic: evaporite,Sedimentation: neritic: shallow,Sedimentation: neritic: shallow,TRIASSIC,0.96751467,3.23E-03
100.9173426,-1.021660246,100.9173426,-1.021660246,TRts,114,#FFE4B5,SOLOK,815,SUMAROX,Anggota Batusabak dan Serpih,Tuhur Formation,Metamorphic: slate,Metamorphism: regional: low-grade,Metamorphism: regional: low-grade,TRIASSIC,3.133903639,3.19E-02
